,smiles,mols
300,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F6C0>
301,CCN(CC)C(=S)SSC(=S)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FC10>
302,CCCC(CCC)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F9E0>
303,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F7B0>
304,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FE40>
305,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F440>
306,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F760>
307,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FDF0>
308,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FB70>
309,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F850>
310,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FA30>
311,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F8A0>
312,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F260>
313,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FAD0>
314,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F210>
315,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F490>
316,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F8F0>
317,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FF80>
318,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F4E0>
319,CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FF30>
320,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FC60>
321,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FE90>
322,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2FD50>
323,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F0D0>
324,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F670>
325,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F990>
326,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F1C0>
327,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F3F0>
328,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A2F800>
329,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B850>
330,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BBC0>
331,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BE90>
332,CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B1C0>
333,CCC(CO)NCCNC(CC)CO,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BDA0>
334,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B0D0>
335,CCC1(CC(=O)NC1=O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B940>
336,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BDF0>
337,CC(O)(P(=O)(O)O)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B8A0>
338,CCNCC(C1=CC(=CC=C1)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B120>
339,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BD50>
340,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B210>
341,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B490>
342,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B260>
343,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B530>
344,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BEE0>
345,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B3A0>
346,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B5D0>
347,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B670>
348,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B170>
349,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BC60>
350,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B3F0>
351,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B4E0>
352,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B620>
353,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BE40>
354,C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B350>
355,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B9E0>
356,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B760>
357,C1=NC(=O)NC(=C1F)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B440>
358,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B8F0>
359,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BB20>
360,CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0B080>
361,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A0BB70>
362,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03F80>
363,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03D00>
364,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A030D0>
365,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03530>
366,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03170>
367,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03E90>
368,C1=C(C(=O)NC(=O)N1)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03850>
369,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A033F0>
370,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03C60>
371,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03B70>
372,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03CB0>
373,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03620>
374,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03300>
375,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03EE0>
376,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03990>
377,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03E40>
378,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03670>
379,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03DF0>
380,C(=O)([O-])P(=O)([O-])[O-],<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03210>
381,CC1C(O1)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03C10>
382,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A036C0>
383,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03760>
384,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSCC2CCCO2)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03A30>
385,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03AD0>
386,C1CCC(CC1)(CC(=O)O)CN,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A035D0>
387,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A038A0>
388,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03940>
389,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A033A0>
390,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A032B0>
391,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03710>
392,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03490>
393,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A031C0>
394,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03BC0>
395,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03120>
396,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03260>
397,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03A80>
398,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03350>
399,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03DA0>
400,COC1=CC=CC=C1OCC(CO)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03B20>
401,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A037B0>
402,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A034E0>
403,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03080>
404,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A038F0>
405,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03440>
406,C1=CC=C2C(=C1)C=NN=C2NN,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03F30>
407,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03D50>
408,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A039E0>
409,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03580>
410,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,<rdkit.Chem.rdchem.Mol object at 0x0000023A10A03800>
411,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDCB0>
412,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD670>
413,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD120>
414,C(=O)(N)NO,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD6C0>
415,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDAD0>
416,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD210>
417,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDA80>
418,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD620>
419,C1=CC=C(C=C1)CCNN,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDDF0>
420,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD710>
421,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDC60>
422,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDF30>
423,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD8F0>
424,C1CN(P(=O)(OC1)NCCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD3A0>
425,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDBC0>
426,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD9E0>
427,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDE40>
428,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD5D0>
429,C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD170>
430,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD8A0>
431,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD800>
432,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDF80>
433,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDD50>
434,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD030>
435,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD4E0>
436,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD3F0>
437,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDE90>
438,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD1C0>
439,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDC10>
440,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDB20>
441,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD440>
442,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFDB70>
443,C(C(F)(F)F)(OC(F)F)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CFD760>
444,C1=CN=CC=C1C(=O)NN,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB530>
445,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB260>
446,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBF80>
447,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBCB0>
448,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB5D0>
449,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB350>
450,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB710>
451,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB8A0>
452,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBBC0>
453,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBEE0>
454,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB0D0>
455,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBDA0>
456,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB580>
457,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBDF0>
458,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB850>
459,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBD50>
460,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB670>
461,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDBAD0>
462,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000023A09CDB170>
